name,action probability,planned,used planner,used plan lib,time planning,time checking plan lib,total time,plan lib size
problem_office_01.pddl,0.7,8,8,0,3.467005014419556,0,3.467005014419556,0
problem_office_01.pddl,0.7,17,17,0,6.6307291984558105,0,6.6307291984558105,0
problem_office_01.pddl,0.7,15,15,0,5.787472248077393,0,5.787472248077393,0
problem_office_01.pddl,0.7,26,26,0,9.660690546035768,0,9.660690546035768,0
problem_office_01.pddl,0.7,13,13,0,4.6679115295410165,0,4.6679115295410165,0
problem_office_01.pddl,0.7,18,18,0,8.567339420318604,0,8.567339420318604,0
problem_office_01.pddl,0.7,23,23,0,9.835855960845947,0,9.835855960845947,0
problem_office_01.pddl,0.7,14,14,0,7.771831274032593,0,7.771831274032593,0
problem_office_01.pddl,0.7,25,25,0,7.654221534729004,0,7.654221534729004,0
problem_office_01.pddl,0.7,17,17,0,5.416860103607178,0,5.416860103607178,0
problem_office_01.pddl,0.7,16,16,0,6.027574062347412,0,6.027574062347412,0
problem_office_01.pddl,0.7,18,18,0,7.601313352584839,0,7.601313352584839,0
problem_office_01.pddl,0.7,23,23,0,6.6936893463134775,0,6.6936893463134775,0
problem_office_01.pddl,0.7,23,23,0,9.495976448059082,0,9.495976448059082,0
problem_office_01.pddl,0.7,24,24,0,8.302430391311647,0,8.302430391311647,0
problem_office_01.pddl,0.7,10,10,0,4.65718936920166,0,4.65718936920166,0
problem_office_01.pddl,0.7,16,16,0,6.238463878631593,0,6.238463878631593,0
problem_office_01.pddl,0.7,28,28,0,10.21731734275818,0,10.21731734275818,0
problem_office_01.pddl,0.7,18,18,0,6.103667497634888,0,6.103667497634888,0
problem_office_01.pddl,0.7,19,19,0,6.841998815536499,0,6.841998815536499,0
problem_office_01.pddl,0.7,24,24,0,11.050694704055786,0,11.050694704055786,0
problem_office_01.pddl,0.7,18,18,0,8.785996913909912,0,8.785996913909912,0
problem_office_01.pddl,0.7,17,17,0,4.1854798793792725,0,4.1854798793792725,0
problem_office_01.pddl,0.7,21,21,0,7.435437917709351,0,7.435437917709351,0
problem_office_01.pddl,0.7,17,17,0,5.2473182678222665,0,5.2473182678222665,0
problem_office_01.pddl,0.7,11,11,0,4.912796974182129,0,4.912796974182129,0
problem_office_01.pddl,0.7,28,28,0,10.245904684066774,0,10.245904684066774,0
problem_office_01.pddl,0.7,14,14,0,4.301851749420166,0,4.301851749420166,0
problem_office_01.pddl,0.7,15,15,0,5.0348005294799805,0,5.0348005294799805,0
problem_office_01.pddl,0.7,21,21,0,7.441646337509155,0,7.441646337509155,0
problem_office_01.pddl,0.7,17,17,0,7.18994927406311,0,7.18994927406311,0
problem_office_01.pddl,0.7,17,17,0,5.932962894439697,0,5.932962894439697,0
problem_office_01.pddl,0.7,25,25,0,8.064743757247925,0,8.064743757247925,0
problem_office_01.pddl,0.7,20,20,0,6.8121583461761475,0,6.8121583461761475,0
problem_office_01.pddl,0.7,22,22,0,8.731977224349977,0,8.731977224349977,0
problem_office_01.pddl,0.7,17,17,0,5.7079031467437735,0,5.7079031467437735,0
problem_office_01.pddl,0.7,19,19,0,8.048621416091919,0,8.048621416091919,0
problem_office_01.pddl,0.7,26,26,0,10.533869028091429,0,10.533869028091429,0
problem_office_01.pddl,0.7,15,15,0,5.934916257858276,0,5.934916257858276,0
problem_office_01.pddl,0.7,24,24,0,7.3791677951812735,0,7.3791677951812735,0
problem_office_01.pddl,0.6,19,19,0,5.926701784133911,0,5.926701784133911,0
problem_office_01.pddl,0.6,33,33,0,10.556467294692991,0,10.556467294692991,0
problem_office_01.pddl,0.6,24,24,0,10.57884407043457,0,10.57884407043457,0
problem_office_01.pddl,0.6,36,36,0,13.773930311203005,0,13.773930311203005,0
problem_office_01.pddl,0.6,22,22,0,6.698659420013428,0,6.698659420013428,0
problem_office_01.pddl,0.6,35,35,0,12.192249059677124,0,12.192249059677124,0
problem_office_01.pddl,0.6,23,23,0,9.095913887023926,0,9.095913887023926,0
problem_office_01.pddl,0.6,26,26,0,9.10153579711914,0,9.10153579711914,0
problem_office_01.pddl,0.6,29,29,0,10.813303470611572,0,10.813303470611572,0
problem_office_01.pddl,0.6,39,39,0,12.306216716766356,0,12.306216716766356,0
problem_office_01.pddl,0.6,19,19,0,7.3286187648773184,0,7.3286187648773184,0
problem_office_01.pddl,0.6,35,35,0,14.948105573654175,0,14.948105573654175,0
problem_office_01.pddl,0.6,38,38,0,13.203136205673218,0,13.203136205673218,0
problem_office_01.pddl,0.6,22,22,0,9.619462490081787,0,9.619462490081787,0
problem_office_01.pddl,0.6,22,22,0,7.478705167770388,0,7.478705167770388,0
problem_office_01.pddl,0.6,33,33,0,15.056809425354006,0,15.056809425354006,0
problem_office_01.pddl,0.6,29,29,0,9.776431798934935,0,9.776431798934935,0
problem_office_01.pddl,0.6,48,48,0,15.222339868545532,0,15.222339868545532,0
problem_office_01.pddl,0.6,32,32,0,9.326600551605225,0,9.326600551605225,0
problem_office_01.pddl,0.6,24,24,0,8.589803457260134,0,8.589803457260134,0
problem_office_01.pddl,0.6,39,39,0,12.169944047927856,0,12.169944047927856,0
problem_office_01.pddl,0.6,34,34,0,13.454075574874878,0,13.454075574874878,0
problem_office_01.pddl,0.6,34,34,0,10.18157196044922,0,10.18157196044922,0
problem_office_01.pddl,0.6,36,36,0,13.174920082092285,0,13.174920082092285,0
problem_office_01.pddl,0.6,22,22,0,8.590093374252321,0,8.590093374252321,0
problem_office_01.pddl,0.6,31,31,0,9.832067489624023,0,9.832067489624023,0
problem_office_01.pddl,0.6,25,25,0,8.026721477508545,0,8.026721477508545,0
problem_office_01.pddl,0.6,22,22,0,8.215505599975586,0,8.215505599975586,0
problem_office_01.pddl,0.6,19,19,0,7.477119445800781,0,7.477119445800781,0
problem_office_01.pddl,0.6,21,21,0,7.2833287715911865,0,7.2833287715911865,0
problem_office_01.pddl,0.6,41,41,0,12.223419666290285,0,12.223419666290285,0
problem_office_01.pddl,0.6,27,27,0,7.518742561340332,0,7.518742561340332,0
problem_office_01.pddl,0.6,22,22,0,7.874134540557861,0,7.874134540557861,0
problem_office_01.pddl,0.6,37,37,0,10.20964217185974,0,10.20964217185974,0
problem_office_01.pddl,0.6,25,25,0,7.556056022644043,0,7.556056022644043,0
problem_office_01.pddl,0.6,51,51,0,16.35935139656067,0,16.35935139656067,0
problem_office_01.pddl,0.6,27,27,0,8.643942832946777,0,8.643942832946777,0
problem_office_01.pddl,0.6,27,27,0,10.181918859481813,0,10.181918859481813,0
problem_office_01.pddl,0.6,44,44,0,13.081442832946776,0,13.081442832946776,0
problem_office_01.pddl,0.6,20,20,0,7.0229551792144775,0,7.0229551792144775,0
